,company_name,Rating,Reviews,Company_type,Headquarter,Old,No. of Employees,industry
205,Reliance Nippon ...,3.9,(1.9k Reviews),Private,"Mumbai,Maharashtra + 381 more",22 years old,10k-50k Employees (India),Financial Services
206,Ipca Laboratorie...,4.1,(1.9k Reviews),Public,"Mumbai,Maharashtra + 99 more",73 years old,10k-50k Employees (India),Pharmaceutical & Life Sciences
207,Standard Charter...,4.2,(5.5k Reviews),Private,London + 56 more,53 years old,10k-50k Employees (India),Financial Services
208,KocharTech,4.4,(1.8k Reviews),Private,"Gurgaon/Gurugram,Haryana + 18 more",27 years old,1k-5k Employees (India),IT Services & Consulting
209,Bajaj Electrical...,4.1,(1.8k Reviews),Public,"Mumbai,Maharashtra + 159 more",84 years old,5k-10k Employees (India),Industrial Equipment / Machinery
210,CARS24,3.8,(1.9k Reviews),Private,"Gurgaon,Haryana + 130 more",7 years old,5k-10k Employees (India),Internet
211,Indian Oil Corpo...,4.4,(2k Reviews),Private,"Delhi/NCR,Delhi + 180 more",63 years old,10k-50k Employees (India),Power
212,Conduent,3.6,(1.8k Reviews),Private,"Florham Park,New Jersey + 18 more",5 years old,5k-10k Employees (India),Analytics / KPO / Research
213,24/7 Customer,3.6,(1.8k Reviews),Private,"San Jose,California + 20 more",22 years old,5k-10k Employees (India),Internet
214,Maersk,4.4,(2.3k Reviews),Private,Copenhagen + 21 more,118 years old,10k-50k Employees (India),Logistics / Shipping
215,Hindalco Industr...,4.3,(1.9k Reviews),Public,"Mumbai,Maharashtra + 64 more",64 years old,10k-50k Employees (India),Manufacturing
216,Titan Company,4.4,(2.5k Reviews),Public,"Mumbai,Maharashtra + 122 more",4 years old,5k-10k Employees (India),Consumer goods
217,Future Retail,4.2,(4.5k Reviews),Public,"San Francisco,California + 187 more",35 years old,10k-50k Employees (India),Internet
218,L&T Technology S...,3.4,(1.8k Reviews),Public,"Vadodara/Baroda,Gujarat + 23 more",10 years old,10k-50k Employees (India),IT Services & Consulting
219,MRF Tyres,3.7,(1.9k Reviews),Public,"Chennai,Tamil Nadu + 158 more",76 years old,10k-50k Employees (India),Manufacturing
220,Team Lease,4,(1.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 198 more",6 years old,1k-5k Employees (India),Recruitment / Staffing
221,Jindal Steel and...,4,(2.1k Reviews),Private,"Delhi/NCR,New Delhi + 88 more",70 years old,5k-10k Employees (India),Iron & Steel
222,Huawei Technolog...,3.8,(1.7k Reviews),Private,"Gurgaon/Gurugram,Haryana + 88 more",20 years old,5k-10k Employees (India),Manufacturing
223,Tractors and Far...,4.1,(1.7k Reviews),Public,"Chennai,Tamil Nadu + 134 more",62 years old,5k-10k Employees (India),Automobile
224,Tata Teleservice...,4.2,(1.7k Reviews),Public,"Mumbai,Maharashtra + 150 more",26 years old,201-500 Employees (India),Telecom / ISP
225,Vishal Mega Mart,3.9,(1.7k Reviews),Private,"Ahmedabad,Gujrat + 239 more",14 years old,10k-50k Employees (India),Retail
226,Torrent Pharmace...,4,(1.7k Reviews),Public,"Ahmedabad,Gujrat + 85 more",51 years old,10k-50k Employees (India),Pharmaceutical & Life Sciences
227,State Street Syn...,3.8,(1.7k Reviews),Private,Mumbai + 12 more,18 years old,501-1k Employees (India),Financial Services
228,Bank of America,4.4,(2.9k Reviews),Private,Charlotte + 25 more,24 years old,10k-50k Employees (India),Financial Services
229,Ceat Tyres,4.1,(1.8k Reviews),Public,"Mumbai,Maharashtra + 94 more",64 years old,5k-10k Employees (India),Automobile
230,RSPL Group,4.1,(1.7k Reviews),Private,"Mumbai,Maharashtra + 144 more",35 years old,1k-5k Employees (India),Consumer goods
231,ACC,4.1,(1.8k Reviews),Public,"Mumbai,Maharashtra + 169 more",86 years old,5k-10k Employees (India),Building Material
232,PNB MetLife,3.7,(1.7k Reviews),Private,"Mumbai,Maharashtra + 239 more",21 years old,5k-10k Employees (India),Financial Services
233,ITC Infotech In...,3.6,(1.7k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 41 more",22 years old,5k-10k Employees (India),IT Services & Consulting
234,Ekart Logistics,4.2,(1.7k Reviews),Private,"San Francisco,California + 383 more",13 years old,5k-10k Employees (India),Internet
235,Tata AIA Life In...,4,(1.7k Reviews),Private,"Mumbai,Maharashtra + 197 more",21 years old,10k-50k Employees (India),Financial Services
236,Capita,3.9,(1.8k Reviews),Private,"Indore,Madhya Pradesh + 16 more",17 years old,1k-5k Employees (India),BPO/KPO
237,Rivigo,3.8,(1.7k Reviews),Private,"Gurgaon,Haryana + 144 more",8 years old,1k-5k Employees (India),Internet
238,RBL Bank,3.8,(1.7k Reviews),Public,"Mumbai,Maharashtra + 175 more",79 years old,10k-50k Employees (India),Banking
239,KPIT Technologie...,3.6,(1.7k Reviews),Public,"Pune,Maharashtra + 19 more",32 years old,5k-10k Employees (India),IT Services & Consulting
240,Dabur,4.1,(1.7k Reviews),Public,"Ghaziabad,Uttar Pradesh + 187 more",138 years old,5k-10k Employees (India),Consumer goods
241,Dilip Buildcon,4.1,(1.7k Reviews),Public,"Bhopal,Madhya Pradesh + 135 more",35 years old,10k-50k Employees (India),Metals & Mining
242,Patanjali Ayurve...,4,(1.7k Reviews),Private,"Haridwar,Uttarakhand + 215 more",16 years old,5k-10k Employees (India),Beauty & Wellness
243,Kotak Mahindara ...,3.9,(1.7k Reviews),Public,"Mumbai,Maharashtra + 164 more",21 years old,10k-50k Employees (India),Financial Services
244,Radisson Hotels,3.9,(1.7k Reviews),Private,"Minnetonka,Minnesota + 88 more",113 years old,10k-50k Employees (India),Travel & Tourism / Hospitality
245,Publicis Sapien...,3.9,(1.7k Reviews),Private,"New York,New York + 15 more",32 years old,10k-50k Employees (India),Analytics / KPO / Research
246,Biocon Biologics...,4,(1.6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 55 more",44 years old,10k-50k Employees (India),Biotechnology
247,Apollo Tyres,4.2,(2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 127 more",50 years old,5k-10k Employees (India),Automobile
248,IndiGo,3.5,(1.7k Reviews),Private,"Boston,Massachusetts + 71 more",17 years old,10k-50k Employees (India),Airlines / Aviation / Aerospace
249,HDFC Ergo Genera...,4,(1.6k Reviews),Public,"Mumbai,Maharashtra + 174 more",20 years old,5k-10k Employees (India),Financial Services
250,Ola Cabs,3.5,(2.3k Reviews),Private,Bangalore + 84 more,12 years old,10k-50k Employees (India),Internet
251,Berger Paints,3.8,(1.7k Reviews),Public,"Kolkata,West Bengal + 180 more",99 years old,1k-5k Employees (India),Chemicals / Agri Inputs
252,JK Cement,4.1,(1.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 183 more",48 years old,1k-5k Employees (India),Building Material
253,Eureka Forbes,4,(1.6k Reviews),Private,"Mumbai,Maharashtra + 145 more",40 years old,5k-10k Employees (India),Consumer goods
254,Landmark Group,4.3,(4.9k Reviews),Private,"Dubai Marina,Dubai + 104 more",49 years old,1k-5k Employees (India),Retail
255,Max Healthcare,4.2,(1.7k Reviews),Partnership,"Delhi/NCR,New Delhi + 50 more",21 years old,1k-5k Employees (India),Medical Services / Hospital
256,GeBBS Healthcare...,3.9,(1.6k Reviews),Private,"Culver City,California + 11 more",17 years old,5k-10k Employees (India),BPO / Call Centre
257,Lifestyle,4.4,(1.7k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 88 more",23 years old,10k-50k Employees (India),Retail
258,Escorts Group,4.2,(1.7k Reviews),Public,"Faridabad,Haryana + 94 more",62 years old,10k-50k Employees (India),Automobile
259,PolicyBazaar,3.7,(1.6k Reviews),Public,"Gurgaon,Haryana + 31 more",14 years old,5k-10k Employees (India),Internet
260,Utkarsh Small Fi...,4,(1.6k Reviews),Public,"Varanasi,Uttar Pradesh + 204 more",13 years old,10k-50k Employees (India),Financial Services
261,Nestle,4.1,(1.7k Reviews),Public,Vevey + 178 more,63 years old,10k-50k Employees (India),FMCG
262,Aakash Institute,3.7,(1.8k Reviews),Private,"New Delhi,Delhi + 136 more",34 years old,1k-5k Employees (India),Education / Training
263,Aarti Industries,4.2,(1.5k Reviews),Public,"Mumbai,Maharashtra + 33 more",47 years old,5k-10k Employees (India),Chemicals / Agri Inputs
264,HCL Infosystems,3.9,(19k Reviews),Public,"Noida,Uttar Pradesh + 102 more",46 years old,10k-50k Employees (India),IT Services & Consulting
265,Blue Dart Expres...,4.2,(1.6k Reviews),Public,"Mumbai,Maharashtra + 190 more",39 years old,10k-50k Employees (India),Logistics / Shipping
266,Cogent E Service...,3.4,(1.5k Reviews),Private,"Noida,Uttar Pradesh + 26 more",18 years old,10k-50k Employees (India),BPO/KPO
267,Reliance Digital,4.3,(1.5k Reviews),Private,"Mumbai,Maharashtra + 214 more",15 years old,5k-10k Employees (India),Retail
268,Tata AIG,4.1,(1.5k Reviews),Private,"Mumbai,Maharashtra + 180 more",22 years old,5k-10k Employees (India),Financial Services
269,Mankind Pharma,4.2,(1.7k Reviews),Private,"New Delhi,Delhi + 144 more",27 years old,5k-10k Employees (India),Manufacturing
270,AFCONS Infrastru...,4.4,(1.5k Reviews),Partnership,"Mumbai,Maharashtra + 69 more",63 years old,1k-5k Employees (India),Engineering & Construction
271,Pfizer,4.2,(4.8k Reviews),Public,"Chennai,Tamil Nadu + 97 more",18 years old,5k-10k Employees (India),Manufacturing
272,JMC Projects,4.3,(1.5k Reviews),Public,"Mumbai,Maharashtra + 93 more",40 years old,1k-5k Employees (India),Engineering & Construction
273,Persistent Syste...,4.1,(1.5k Reviews),Public,"Pune,Maharashtra + 8 more",32 years old,10k-50k Employees (India),IT Services & Consulting
274,R1 RCM,4,(1.5k Reviews),Private,"Murray,Utah + 14 more",19 years old,5k-10k Employees (India),Accounting / Auditing
275,Life Insurance C...,4.4,(1.5k Reviews),Private,Mumbai + 349 more,66 years old,1 Lakh+ Employees (India),Financial Services
276,Voltas,4.1,(1.6k Reviews),Public,"Mumbai,Maharashtra + 134 more",68 years old,5k-10k Employees (India),Industrial Equipment / Machinery
277,I Process Servic...,4,(1.5k Reviews),Private,"Mumbai,Maharashtra + 212 more",17 years old,1k-5k Employees (India),Recruitment / Staffing
278,Delhi Public Sch...,3.9,(1.5k Reviews),Public,"Greater Noida,Uttar Pradesh + 207 more",24 years old,1k-5k Employees (India),Education / Training
279,Access Healthcar...,4.1,(1.4k Reviews),Private,"Dallas,Texas + 15 more",11 years old,1k-5k Employees (India),Internet
280,G4S,4.2,(1.5k Reviews),Private,"Gurgaon/Gurugram,Haryana + 99 more",26 years old,1 Lakh+ Employees (India),Financial Services
281,Birla Sun Life I...,4.2,(1.4k Reviews),Private,"Mumbai,Maharashtra + 279 more",22 years old,10k-50k Employees (India),Financial Services
282,Raymond,4,(1.7k Reviews),Public,New York + 106 more,97 years old,5k-10k Employees (India),FMCG
283,Samsung Electron...,4.1,(1.4k Reviews),Noida + 167 more,,,,
284,Zensar Technolog...,3.9,(1.5k Reviews),Public,"Pune,Maharashtra + 18 more",21 years old,5k-10k Employees (India),IT Services & Consulting
285,Exide Industries,3.8,(1.5k Reviews),Public,"Kolkata,West Bengal + 163 more",75 years old,1k-5k Employees (India),Manufacturing
286,Walmart,4.2,(12.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 70 more",13 years old,5k-10k Employees (India),Retail
287,Aditya Birla Gro...,4.2,(15.4k Reviews),"Mumbai,Maharashtra + 188 more",165 years old,50k-1 Lakh Employees (India),,Financial Services
288,Fiserv,3.9,(1.4k Reviews),Private,"Brookfield,Wisconsin + 21 more",38 years old,5k-10k Employees (India),Financial Services
289,R.R. Donnelley,4.1,(1.4k Reviews),Private,"Chicago,Illinois + 9 more",158 years old,5k-10k Employees (India),Advertising / PR / Events
290,BHEL,4.3,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 84 more",58 years old,10k-50k Employees (India),Manufacturing
291,PVR Cinemas,4.3,(1.4k Reviews),Public,Gurgaon + 87 more,25 years old,5k-10k Employees (India),Media & Entertainment / Publishing
292,United Phosphoru...,4.3,(1.4k Reviews),Public,"Mumbai,Maharashtra + 110 more",53 years old,5k-10k Employees (India),Agriculture / Forestry / Fishing
293,Micro Labs,3.8,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 96 more",49 years old,10k-50k Employees (India),Clinical Research / Contract Research
294,ACT Fibernet,4,(1.4k Reviews),Private,"Bengaluru/Bangalore,Karnataka + 32 more",22 years old,5k-10k Employees (India),Internet
295,PepsiCo,4.2,(1.5k Reviews),Private,"Harrison,New York + 175 more",33 years old,1 Lakh+ Employees (India),Food Processing
296,Birlasoft,3.8,(1.4k Reviews),Public,"Pune,Maharashtra + 24 more",27 years old,10k-50k Employees (India),IT Services & Consulting
297,Statestreet HCL ...,3.4,(1.4k Reviews),Private,New Delhi + 10 more,10 years old,5k-10k Employees (India),BPO/KPO
298,Poonawalla Finco...,4.1,(1.7k Reviews),Public,"Mumbai,Maharashtra + 241 more",34 years old,5k-10k Employees (India),Manufacturing
299,NIIT Technologie...,3.5,(1.4k Reviews),Public,"Noida,Uttar Pradesh + 76 more",18 years old,5k-10k Employees (India),IT Services & Consulting
300,Lenskart,3,(1.4k Reviews),Private,"Delhi,NCT + 103 more",12 years old,1k-5k Employees (India),Internet
301,Ajanta Pharma,4,(1.4k Reviews),Public,"Mumbai,Maharashtra + 81 more",49 years old,1k-5k Employees (India),Biotech & Life sciences
302,Paras Hospital,4.7,(1.4k Reviews),Private,"Gurgaon/Gurugram,Haryana + 24 more",16 years old,1k-5k Employees (India),Medical Services / Hospital
303,TVS Supply Chain...,4.1,(1.5k Reviews),"Chennai,Tamil Nadu + 109 more",126 years old,1k-5k Employees (India),,Logistics / Shipping
304,Renault-Nissan,4.1,(1.4k Reviews),Private,"Chennai,Tamil Nadu + 63 more",12 years old,10k-50k Employees (India),Automobile
305,HDFC Sales,4.1,(1.4k Reviews),Private,"Mumbai,Maharashtra + 214 more",18 years old,10k-50k Employees (India),Financial Services
306,The Himalaya Dru...,4.2,(1.4k Reviews),Private,"San Francisco,California + 150 more",92 years old,1k-5k Employees (India),Biotech & Life sciences
307,AGS Health,4.1,(1.4k Reviews),Private,Washington DC + 23 more,11 years old,5k-10k Employees (India),Medical Services / Hospital
308,Cholamandalam MS...,4,(1.3k Reviews),JV,"Chennai,Tamil Nadu + 263 more",21 years old,50k-1 Lakh Employees (India),Financial Services
309,Legato Health Te...,4.1,(1.3k Reviews),LLP,"Bangalore/Bengaluru,Karnataka + 8 more",5 years old,5k-10k Employees (India),Medical Services / Hospital
310,Tata Technologie...,3.5,(1.4k Reviews),Private,Singapore + 32 more,33 years old,5k-10k Employees (India),Analytics / KPO / Research
311,Blue Star,4.1,(1.4k Reviews),Public,"Mumbai,Maharashtra + 101 more",79 years old,1k-5k Employees (India),Consumer goods
312,Mahindra Holiday...,3.8,(1.3k Reviews),Private,"Chennai,Tamil Nadu + 86 more",26 years old,5k-10k Employees (India),Travel & Tourism / Hospitality
313,Sonalika Tractor...,3.9,(1.3k Reviews),Private,"Hoshiarpur,Punjab + 119 more",53 years old,1k-5k Employees (India),Automobile
314,Britannia,4.2,(1.3k Reviews),Public,"Reading,Reading + 162 more",130 years old,5k-10k Employees (India),FMCG
315,Emcure Pharmaceu...,4.1,(1.4k Reviews),Private,Pune + 77 more,41 years old,5k-10k Employees (India),Media & Entertainment / Publishing
316,Exide Life Insur...,3.7,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 184 more",21 years old,1k-5k Employees (India),Financial Services
317,Societe Generale,3.9,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",22 years old,1k-5k Employees (India),Financial Services
318,Dalmia Bharat Ce...,4.1,(1.4k Reviews),Public,"Delhi/NCR,New Delhi + 133 more",87 years old,5k-10k Employees (India),Building Material
319,Sterling & Wilso...,4.2,(1.3k Reviews),Private,Mumbai + 65 more,95 years old,5k-10k Employees (India),Engineering & Construction
320,Bajaj Allianz Ge...,4.3,(1.3k Reviews),Pune + 154 more,,,,
321,TVS Sundram Fast...,3.9,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 34 more",56 years old,1k-5k Employees (India),Engineering & Construction
322,Johnson Controls,4,(2.2k Reviews),Public,Cork + 51 more,27 years old,5k-10k Employees (India),Industrial Equipment / Machinery
323,Mahindra Rural H...,4.2,(1.3k Reviews),Public,"Mumbai,Maharashtra + 301 more",15 years old,5k-10k Employees (India),Financial Services
324,café Coffee day,4.1,(1.3k Reviews),Private,"Bengaluru,Karnataka + 79 more",26 years old,10k-50k Employees (India),Beverage
325,Shahi Exports,4.1,(1.3k Reviews),Private,"Faridabad,Haryana + 47 more",48 years old,1 Lakh+ Employees (India),Import & Export
326,Big Bazaar,4.2,(1.3k Reviews),Private,"Mumbai,Maharashtra + 147 more",21 years old,10k-50k Employees (India),Retail
327,UNO Minda,4.1,(1.3k Reviews),Gurgaon + 58 more,64 years old,1k-5k Employees (India),,Automobile
328,Bhushan Power & ...,3.9,(1.3k Reviews),Private,"Delhi/NCR,New Delhi + 46 more",52 years old,10k-50k Employees (India),Iron & Steel
329,Yazaki,4,(1.3k Reviews),Private,"Tokyo,Tokyo + 45 more",81 years old,10k-50k Employees (India),Automobile
330,Ambuja Cements,4,(1.3k Reviews),Public,"Mumbai,Maharashtra + 163 more",39 years old,5k-10k Employees (India),Building Material
331,Indian Navy,4.6,(1.3k Reviews),Private,"Delhi/NCR,Delhi + 54 more",72 years old,50k-1 Lakh Employees (India),Defence & Aerospace
332,Honda,4.2,(4.3k Reviews),Private,"Greater Noida,Uttar Pradesh + 172 more",37 years old,10k-50k Employees (India),Automobile
333,Force Motors,3.4,(1.3k Reviews),Public,"Pune,Maharashtra + 72 more",64 years old,1k-5k Employees (India),Automobile
334,Reliance SMSL,4.1,(1.3k Reviews),Public,Mumbai + 330 more,15 years old,1k-5k Employees (India),BPO / Call Centre
335,Shriram City,4.1,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 345 more",36 years old,10k-50k Employees (India),Financial Services
336,IGT Solutions,3.7,(1.2k Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",24 years old,5k-10k Employees (India),IT Services & Consulting
337,Tech Mahindra Bu...,3.6,(1.2k Reviews),Public,"Mumbai,Maharashtra + 30 more",19 years old,1k-5k Employees (India),BPO/KPO
338,Brakes India,4.2,(1.3k Reviews),Partnership,"Chennai,Tamil Nadu + 54 more",60 years old,1k-5k Employees (India),Manufacturing
339,Extramarks Educa...,3.7,(1.2k Reviews),Private,"Noida,Uttar Pradesh + 90 more",15 years old,1k-5k Employees (India),Internet
340,V-Mart,4.4,(1.2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 193 more",20 years old,5k-10k Employees (India),FMCG
341,TVS Credit Servi...,4.3,(1.2k Reviews),Public,"Chennai,Tamil Nadu + 199 more",14 years old,10k-50k Employees (India),Internet
342,JK Tyres,3.9,(1.2k Reviews),Private,New Delhi + 107 more,71 years old,1k-5k Employees (India),Automobile
343,Thomson Reuters,4.3,(1.3k Reviews),Private,Toronto + 18 more,14 years old,5k-10k Employees (India),IT Services & Consulting
344,CG Power and Ind...,3.8,(1.2k Reviews),Public,"Mumbai,Maharashtra + 87 more",85 years old,1k-5k Employees (India),Consumer goods
345,Indus Towers,4.1,(1.2k Reviews),Private,"Gurgaon,Haryana + 96 more",15 years old,5k-10k Employees (India),Hardware & Networking
